1218,Porcupine Tree,978,Moon Loop (Improvisation)
1219,DeGarmo & Key,171,He Has Risen (Communication Album Version)
1220,Frank Chacksfield,151,Heidi
1221,David Bowie,313,Space Oddity (1997 Digital Remaster)
1222,Bone Thugs-N-Harmony,34,Fearless [Interlude] (Explicit Album Version)
1223,Klaus Badelt,116,After The Fire
1224,Charlotte Gainsbourg,189,Tel Que Tu Es
1225,Aerosmith,425,Lord Of The Thighs
1226,Agnes,371,Non Conformist Acclaimed
1227,The Party Group,190,El Ventilador
1228,Enter the Haggis,399,Skyswimmer
1229,Mac McAnally,183,If You Hang Around Long Enough
1230,TOK,190,Hotta
1231,Leo Gandelman,222,Bari Bossa
1232,Leon Russell,169,Jambalaya (On The Bayou)
1233,Bill Laswell,132,The Gary Selchie - Solas
1234,Francis Lai,123,La valse du mariage
1235,b,245,Awakening of the Soulless
1236,Del Tha Funkee Homosapien,257,Mistadobalina
1237,Rihanna,208,Good Girl Gone Bad
1238,Britney Spears feat Pharrell Williams,225,Boys
1239,Britney Spears,206,Everytime
1240,Crazy Horse,133,Dance_ Dance_ Dance  (Album Version)
1241,Headhunter,277,Signs Of Insanity
1242,Sam Butera & The Witnesses,148,Perdido (1999 Digital Remaster)
1243,Rise Against,139,State Of The Union
1244,Lee Ritenour / Jeff Mironov,307,A Little Bit Of This And A Little Bit Of That
1245,Helmet,200,Your Head
1246,Dine et D\xc3\xa9on,113,G\xc3\xa9raldine
1247,Martin Denny,175,Burma Train Change
1248,DJ Nasty,236,Buy You A Drink
1249,Santana,246,With A Little Help From My Friends
1250,Ray Sandoval,377,A La Naturaleza
1251,Amalia Avgoustaki,182,Dimitroula
1252,Shaman,404,For Tomorrow (live)
1253,K-OS,80,Clap Ur Handz
1254,Choir & Great Symphony Orchestra of the All-Union Radio_ N Shpiller_ S Krassovsky_ V Gagarina & N,541,Requiem Mass_ K 626_ 1791: Agnus Dei (Larghetto) (Mozart)
1255,Elva Hsiao,241,Gotta Let It Go
1256,Chris Farlowe,177,Paint It Black
1257,Avril,651,The Matter With You (Part I_ Ii_ Iii)
1258,Sticky Fingaz & Omar Epps,142,b
1259,Delbert McClinton,114,Lose Your Money
1260,Gloria De Haven,110,b
1261,Rhian Benson,207,Say How I Feel
1262,The Impressions,168,This Is My Country
1263,Bessie Smith,192,Cold In Hands Blues
1264,MC5,307,Miss X (LP Version)
1265,Tommy Torres,222,Imparable
1266,Les Malpolis,246,Les Amours de Nathalie
1267,Washboard Sam,166,b
1268,Shirley Caesar,176,Angels We Have Heard On High (Album Version)
1269,Tammy Wynette,84,Welcome To My World (Live)
1270,b,235,We Have All The Time In The World (Live)
1271,Los Chunguitos,164,Por La Calle Abajo
1272,C\xc3\xa9line Dion,179,Un Garcon Pas Comme Les Autres (Ziggy)
1273,OutKast,323,b
1274,Andy Griffith,179,Just A Closer Walk With Thee
1275,Joe Lynn Turner,274,Second Hand Life
1276,Warrant,201,Cherry Pie
1277,IYOV,120,Hipster Haircut
1278,Otis Taylor,107,Round and Round
1279,Laron aka Swan featuring Alexander East,544,Up All Night - Remix
1280,Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,55,Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon \xc3\xa2me a reconnu votre \xc3\xa2me(Werther/Charlotte)
1281,Righteous Brothers,190,See That Girl
1282,The Clancy Brothers,113,Water Is Alright In Tay
1283,Five Fingers of Funk,1400,Genuine
1284,Michael Whalen,317,A New Heart
1285,Randy Travis,211,Wind In The Wire (Album Version)
1286,Tonic,184,Where Do I Fit
1287,The Grip Weeds,314,Changed
1288,Andy & Lucas,234,Amores Cobardes
1289,M\xc3\xb3veis Coloniais de Acaju,320,Perca peso
1290,John D Loudermilk,252,Brown Girl
1291,Glen Campbell And Bobbie Gentry,183,b
1292,Pablo Montero,189,La Copa Grande
1293,Jay P\xc3\xa9rez,204,Ojitos Dormilones
1294,Kenny Rogers,188,b
1295,Dave Hollister,209,Bad When U Broke
1296,Arturo Sandoval,266,My Funny Valentine
1297,b,131,Hit And Rape (Album Version)
1298,Dub Pistols feat Lindy Layton & Rodney P,333,b
1299,b,197,Feel So Stupid (Table 9)
1300,Andr\xc3\xa9 Minvielle,295,Les Chaudrons
1301,AZ,203,b
1302,Herbert Von Karajan,238,Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus 
1303,Hassan Annouri feat Cassandra Steen,270,Wahrheit
1304,Gaiteros de Pillopo,251,El Barbero
1305,Paul Taylor / Terry Dexter,270,Long Distance Relationship
1306,Lee Ritenour,444,Captain Fingers
1307,Andreas Dorau,395,So ist das nun mal
1308,Bukue One,239,Ready Now
1309,Hiram Bullock,502,Voodoo Chile
1310,Serpentine,285,Rainbow Ride
1311,Crazy Horse,732,Scratchy (Takes 1-3 / bonus track)
1312,Baroness,354,Grad
1313,Slim Whitman,192,As You Take A  Walk Through My Mind
1314,Thomas Dolby,309,One Of Our Submarines
1315,Justin,22,WA-KA-BAM!! (INTRO)
1316,Barbara Lusch,259,Now_ Baby_ or Never
1317,Rapha\xc3\xabl,211,Le Petit Train (Mix\xc3\xa9 Par Mark Plati)
1318,Ini Kamoze,236,Goodness & Mercy
1319,Sugar Minott,192,Walking Du
1320,Martha Wainwright,209,b
1321,Stevie Ray Vaughan And Double Trouble,235,Chitlins Con Carne
1322,Mance Lipscom,180,Motherless Children (Remastered Version) (Take 2)
1323,Randy Travis,187,On The Other Hand (Remastered Album Version)
1324,Los Chichos,221,El Te Daba Mala Vida
1325,La Portuaria,169,Palabras De Amor(En Vivo)
1326,Boondox,260,Nothing To Lose
1327,Maurane,263,Juste Une Petite Fille
1328,Michael Bloomfield,180,Let the People Dance
1329,Beatnuts featuring dead prez and Cheryl Pepsi Riley,318,Look Around featuring dead prez and Cheryl Pepsi Riley
1330,Aerosmith,335,Angel
1331,Rene Touzet,288,Mi Son Maracaibo
1332,Bill Laswell,258,b
1333,Jazz Gillum,183,Little Woman
1334,Sonny Terry & Brownie McGhee,167,My Bulldog Blues
1335,Michael McDonald,296,Love Can Break Your Heart (LP Version)
1336,Free,197,Broad Daylight - The BBC Sessions [Top Gear 17/3/69]
1337,Leo Ku,185,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou
1338,Frankie Randall,200,Rudolph The Red Nosed Reindeer
1339,The Pineapple Thief,356,Snowdrops
1340,Buddy Jewell,212,Sweet Southern Comfort
1341,Flor Silvestre,157,Luna De Octubre
1342,Capleton,233,Say Yeah
1343,Demonbreed,337,Hell Will Reign
1344,Joe Heaney,52,b
1345,Cerati-Melero,262,Marea De Venus
1346,Remmy Ongala,489,I Want To Go Home
1347,The Last,159,Century City Rag
1348,Jimmy Riley,232,Life
1349,House Of Lords,232,Rock Bottom
1350,b,205,Love Unlimited (Explicit)
1351,b,180,The Sweetest Sounds
1352,Chaotica,235,Turbocharger
1353,b,206,America the Beautiful
1354,Placebo,180,Hardly Wait
1355,DCS,305,Tu Hi Tu Sada
1356,Muse,258,Exogenesis: Symphony Part 1 [Overture]
1357,Kraftwerk,399,Computer Love (2009 Digital Remaster)
1358,Singing Melody,214,Someone To Hold
1359,FFH,264,Great Big Problem
1360,Bill & Gloria Gaither,162,He Will Lead His Children Home
1361,Willie Clancy,166,Air: My Lagan Love
1362,NOFX,143,My Heart Is Yearning
1363,Chris Clark,71,Tyre
1364,GWAR,189,b
1365,Gran Coquivacoa,270,Son Sabroso
1366,Sick Puppies,212,Master Of The Universe
1367,Gary Nichols,162,Paper Doll
1368,Andreas Dorau,231,Das Telefon sagt Du
1369,Gabinete Caligari,169,Viaje Al Averno
1370,James Newton Howard,110,b
1371,Ray Charles,160,b
1372,Geggy Tah,165,Gina
1373,Tom Barabas,743,Sedona Suite (Sunrise/Prayer/Joy/Sunset)
1374,Los Fabulosos Cadillacs,171,El Mensaje Soy Yo
1375,Loretta Lynn,195,b
1376,Joe Rogan,217,Not Homophobic/The Word Is 
1377,Mista,253,b
1378,Unearth,222,Fuel the Fire
1379,Bob Marley,177,Memphis
1380,Brian Free & Assurance,243,Emmaus
1381,Dream Warriors,262,Sound Clash
1382,The In Crowd / Jah Stitch,476,Baby My Love
1383,The Fray,231,Vienna
1384,Groucho Marx,586,Selling Jolson A Baseball Team
1385,Alceu Valen\xc3\xa7a,205,Sete Desejos
1386,Skeeter Davis,168,He Says The Same Things To Me
1387,Tito Puente,178,Mambo Suavecito
1388,Memphis La Blusera,243,Hoy Es Hoy
1389,Crazy Horse,191,E se tu lontana sei
1390,Skeeter Davis,160,Foggy Mountain Top
1391,One Block Radius,236,All On Our Own
1392,Various Indian Tribes,193,Mountain By The Sea (Tribe Unknown)
1393,Timo Maas,417,Bad Days
1394,Nana Caymmi,174,Nossa Dan\xc3\xa7a
1395,Anat Ben David,213,Moon Boom
1396,Butthole Surfers,512,All Day
1397,Pepper,108,Stormtrooper (Live)
1398,Memphis La Blusera,261,La Revoluci\xc3\xb3n
1399,The Rolling Stones,172,Time Is On My Side
1400,Twila Paris,201,We Will Glorify (Key-B-Db-Premiere Performance Plus)
1401,Bob Carlisle,331,Man Of No Reputation
1402,The Michael Stanley Band,232,Waste A Little Time On Me
1403,Mariano Yanani,191,Air_ Siote No 3 (JS Bach)
1404,Rikk Agnew,269,Everyday
1405,Eminem,171,Ricky Ticky Toc
1406,Malkit Singh,337,Mana Laina Chahida
1407,Barry Manilow,235,Come Monday
1408,Carlos Baute,211,Angelito (Directo 09)
1409,Marga Gomez,95,Hot Dental Supplies
1410,Dexys Midnight Runners,434,Until I Believe In My Soul
1411,Jean-Jacques Goldman,501,L\xc3\xa0-Bas
1412,Etienne de Cr\xc3\xa9cy\xc2\xa0,215,D\xc3\xa9stockage massif (with Alex Gopher)
1413,T-la Rock,151,Back To Burn
1414,Kent,257,Ingenting
1415,Silent Stream Of Godless Elegy,50,Theme III
1416,Stiff Meat,240,Lonely
1417,Sonora Santanera,168,Estoy Pensando En T\xc3\xad
1418,Asterisk*,41,Iron-head: Palestine
1419,Jimi Hendrix,528,Voodoo Chile Blues
1420,Dr Elmo,185,b
1421,Tommy Castro,240,b
1422,Les Ogres De Barback,287,b
1423,Panzer AG,305,WHEN I AM YOU
1424,Rodney O & Joe Cooley,230,b
1425,Gus Cannon,197,Big Railroad Blues
1426,Suicide,323,Do It Nice
1427,William Orbit,315,The Monkey King
1428,Point Of Grace,294,Amazing (LP Version)
1429,Jack Johnson,196,You And Your Heart
1430,Lee Ritenour,321,Can You Feel It?
1431,Max Melvin,262,Someday
1432,Plagia,354,Floripa
1433,La Portuaria,224,Hasta El Final
1434,Hollywood Bowl Orchestra / John Mauceri,147,John Dunbar Theme [Dances with Wolves]
1435,Rainer Bielfeldt,192,Gewisse Leute
1436,Sylvester Weaver,181,Guitar Rag
1437,Blue October,225,My Never
1438,X,160,Motel Room In My Bed (LP Version)
1439,Jimi Hendrix,192,Fire
1440,Intars Busulis,200,???????
1441,Jedi Mind Tricks,240,Brute Force II
1442,Broadcast,102,One Hour Empire
1443,Fiona,227,No More Lonely Nights
1444,Carl Crack,256,Dogon
1445,b,226,Ma soeur
1446,Phil Collins,216,Welcome
1447,Teena Marie,78,Light
1448,Mindless Self Indulgence,222,Never Wanted to Dance (Live In London)
1449,Ray Charles,87,Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953)
1450,Laurindo Almeida,201,Pega Joso
1451,Mandi,200,Pieni Maailma
1452,The Color Red,216,Cleansing
1453,Jim Bryson,232,Somewhere Else
1454,Irrevers\xc3\xadveis,254,Os Dois Irrevers\xc3\xadveis
1455,Information Society,233,More to This
1456,Marcie Blane,138,Ragtime Sound
1457,Curtis Mayfield,225,This Year (ReMastered)
1458,PMD,214,The Awakening (Clean)
1459,Alain Morisod,245,Besame Mucho
1460,Tom Cochrane,227,b
1461,Gold City,173,It Came Upon The Midnight Clear
1462,Foo Fighters,253,X-Static
1463,U2,451,Vertigo
1464,Roy Drusky,138,Country Rose
1465,SAF,317,Skopska situacija
1466,Pursuit Of Happiness,159,Hard To Laugh
1467,Jane Winther,164,Deep Voices
1468,Gym Class Heroes,254,New Friend Request (Amended Version)
1469,Xmilk,100,Why
1470,Mario Rosenstock,44,Smoke
1471,Jape Squad,267,Bus Monkeys
1472,Frankee,149,Gotta Man
1473,Williamson,354,b
1474,Operator,213,Soulcrusher (Amended Album Version)
1475,The Stooges,328,TV Eye (Take 3)
1476,Dntel,252,A Machine and a Memory Keeps You Alive
1477,David Meece,203,Some People They Never Believe (LP Version)
1478,Harvey Averne,185,b
1479,Tyrone Taylor,223,Members Only
1480,Shanadoo,225,King Kong
1481,Kaija Koo,192,Savu h\xc3\xa4lvenee
1482,Snow Patrol,268,Chasing Cars
1483,Erik Berglund,253,All I Ask Of You
1484,G\xc3\xbcnter Noris,180,Tigerauge Rock
1485,Moonspell,323,Tired
1486,Chico Hamilton,200,Autumn In New York
1487,Finntroll,276,Grottans Barn
1488,RUN-DMC,446,King Of Rock
1489,Andr\xc3\xa9a,288,b
1490,Placebo,223,Where Is My Mind (XFM Live Version)
1491,Heaven 17,242,Resurrection Man
1492,Azukx,295,Lift (Joi Blarneyformasian)
1493,Queens Of The Stone Age,82,This Lullaby
1494,Steve Azar,274,Indianola
1495,Chris Farlowe,165,Paperman_ Fly In The Sky - Original
1496,The Suicide Machines,170,Your Silence
1497,Orquesta Broadway,170,El Termometro
1498,Kenny Neal,295,Since I Met You Baby
1499,MC5,413,Looking At You (Cody High School)
1500,Ghorwane,343,Matarlatanta
1501,Nichols,188,Dirty tarraxa 2 (feat Neuza)
1502,Francis Dunnery,257,The Ava Song
1503,Julien Clerc,107,b
1504,Ennio Morricone,228,SOSla Fine (Reprise 2
1505,Vaselines,207,Teenage Superstars (Album)
1506,Beto Cuevas,259,Mentira
1507,Catia Werneck,226,Himalaya Dreams
1508,Dimmu Borgir,317,The Fundamental Alienation
1509,Off Broadway,244,Bully Bully (LP Version)
1510,Bill & Gloria Gaither,318,Holy Ground (Homecoming Hymns Version)
1511,H\xc3\xa9lio Ziskind,105,Era um dia desses
1512,Pumpkin Buzzard,228,Hard Pure
1513,Memphis Minnie,156,Pig Meat On The Line
1514,Steel Pulse,237,We Can Do It
1515,Mississippi John Hurt,271,Waiting For You (I Forgive You Before I Go)
1516,Caspa,371,b
1517,Pacha Massive,211,Take The Wheel
1518,Kardinal Offishall / Keri Hilson,224,Numba 1 (Tide Is High)
1519,THE COOKIES,149,Chains (LP Version)
1520,Peppermint Creeps,153,Bastard
1521,M Sane,126,Unda Da Influence
1522,b,209,Der weisse Mond von Maratonga
1523,The Grip Weeds,206,Melancholia
1524,Alice In Chains,329,Sickman
1525,Vanessa Daou,167,Smoke
1526,Dark Fortress,409,The Silver Gate
1527,Gloria,130,If Music Be The Food Of Love
1528,Wilshire,184,Special
1529,Legacy Five,189,Out Of My Darkness
1530,Seal,330,Prayer For The Dying (Album Version)
1531,Sir Neville Marriner,220,Ancient Airs and Dances (1996 Digital Remaster)_ Suite No 2: III  Campanae parisienses (anon) - Aria (Marin Mersenne)
1532,Nickelback,260,Follow You Home (Album Version)
1533,Ang\xc3\xa9lica Mar\xc3\xada,171,Una Sopita De Tu Propio Chocolate
1534,Chris Standring,269,Say What!?!
1535,Mons Leidvin Takle,180,Blott En Dag
1536,Nicholas Hooper,154,The Sirius Deception (Album Version)
1537,The Ocean,128,Catharsis Of A Heretic
1538,Los Solitarios,168,Verdad Amarga
1539,Glen Washington,234,Your Love
1540,Anti-Flag,184,b
1541,Josh Groban,282,Mai [Live]
1542,Josh White,178,This Heart Of Mine
1543,The Paynes,310,When He Was On The Cross (I Was On His Mind)
1544,Bacilos,247,Lo Mismo Que Yo (Bonus Track)
1545,4Him,241,Wings
1546,Scalplock,114,Pedagogy for the Oppressed (Album Version)
1547,Erkki Junkkarinen,165,Rakkautta K\xc3\xb6\xc3\xb6penhaminassa - F\xc3\xb6r\xc3\xa4lskad i K\xc3\xb6penhamn -
1548,Juggler,231,How It Feels
1549,Lee Ritenour,291,Keep It Alive
1550,Cursed,74,Pariah
1551,The Fever,194,Bye Bye Betty Blue
1552,KRS-One,187,Getaway
1553,Washboard Sam,162,Come On In
1554,Semisonic,280,Secret Smile
1555,Carlos Vives,262,Si Es Que Te Vas
1556,Vanessa Bell Armstrong,419,Greater
1557,Information Society,211,Hack 1/Charlie X
1558,Tito Rodriguez_ Louie Ramirez,244,La Piel de Tu Alma
1559,Margaret Smith,46,Disciplinarian
1560,Wilks featuring doniki,255,Fly to zion
1561,Carlos Baute,214,Estas hecha para mi (Directo 09)
1562,The Pineapple Thief,233,Boxing Day
1563,Blind Blake & The Royal Victoria Hotel Calypsos,161,Bahama Lullaby
1564,John Tchicai,250,Musica Sacra Nova: Morgen I Frydenlund
1565,Toots Thielemans,109,Le Temps Des Cerises
1566,Tad,215,b
1567,Ultimate Fakebook,116,This Will Be Laughing Week
1568,Susana Seivane,294,Mazurcas das R\xc3\xadas Baixas
1569,Oztara,401,Val\xc3\xa9rie
1570,Black Eyed Peas / Les Nubians / Mos Def,235,On My Own
1571,Kraftwerk,283,Elektro Kardiogramm (Live)
1572,The Frequency,1054,Ego is the drug/3am
1573,Giorgos Tsalikis,31,Apotoma
1574,Ziggy Marley And The Melody Makers,207,b
1575,MDO,211,Tonight_ Te Amar\xc3\xa9
1576,Leigh Jones,279,Have It Your Way
1577,Between The Buried And Me,133,Foam Born (A) The Backtrack (Album Version)
1578,Tania Maria,267,b
1579,DJ Quik,247,Pitch In OnA Party
1580,Massiel,192,Acorde\xc3\xb3n
1581,Yahir,239,El Amor (Version Nortena)
1582,Micachu,166,Just In Case
1583,Static-X,259,Love Dump (Clean Album Version)
1584,Paso Doble,229,Kleine Killer
1585,Skeeter Davis,156,It Was Only A Heart
1586,Webb Wilder,277,Too Cool for Love
1587,Gruppo Jazz Marca,749,Sensazioni a_b & c
1588,Atman,264,Dancing With the Goddess (ttt rmx)
1589,Shakedown,437,At Night
1590,Biddu,338,Raag Trance
1591,Parachute Band,199,No Eye Has Seen
1592,Leonid Rudenko,395,Summerfish
1593,Wilmington Chester Mass Choir,308,b
1594,Raze,277,Laying Down My Will (The Plan Album Version)
1595,Stewart Francke,204,b
1596,All Time Low,227,Umbrella
1597,James Last,227,Summer Rain
1598,5th Ward Boyz,246,Undercover Gangstas
1599,Bill Perkins,341,Swing Spring
1600,B\xc3\xa9zu,184,La bite du plombier
1601,Spliff,225,SOS
1602,Bert Kaempfert And His Orchestra,201,Wheeling Free
1603,Rachel Portman,199,Bridget
1604,Miossec,175,Nos plus belles ann\xc3\xa9es
1605,G-Unit,274,b
1606,Memphis Sheiks,363,b
1607,Champion Jack Dupree,165,Snaps Drinking Woman (LP Version)
1608,Atari Teenage Riot,1598,Live At Brixton Academy 1999
1609,My Chemical Romance,184,House Of Wolves (Album Version)
1610,Memphis La Blusera,338,Exactamente Medianoche
1611,Sleepy John Estes,196,Street Car Blues
1612,The Mad Capsule Markets,12, -start ID-
1613,Schizoid,184,Dementia
1614,Bare Jr,3,Snippet 15
1615,Roger Williams,201,Cool Water
1616,Del Tha Funkee Homosapien,90,b
1617,Alice Cooper,210,This House Is Haunted
1618,Kai Winding,191,Captin Kut-Cha
1619,Aiden,140,Killing Machine
1620,Cal Tjader,197,b
1621,Ill Nino,219,All I Ask For (Album Version)
1622,Za\xc3\xafko Langa Langa,250,Fonsi
1623,Rebecca Lynn Howard,243,b
1624,Dive,227,Contact
1625,Barbara Lusch,197,b
1626,Brand X,281,Hate Zone
1627,H\xc3\xa9lio Ziskind,130,Tel\xc3\xaa
1628,Intars Busulis,183,Probka (Latvia)
1629,Charlie Rich,148,Only Me
1630,Virtuoso,277,Beautiful Maria of My Soul
1631,Karen Peck And New River,194,Feels Good To Be Free
1632,Judy Mowatt,349,Trade Winds
1633,Marlene Dietrich,175,No Love No Nothing
1634,Michael Bloomfield,271,I Must See Jesus
1635,Paul Rodgers,269,Alright Now
1636,Dead Prez,120,Assassination
1637,David Cook,229,I Did it for You
1638,Knack,255,A World Of My Own
1639,La Portuaria,155,Down On The Corner
1640,Mulberry Lane,169,Come Dance With Me
1641,Liars,259,A Visit From Drum
1642,Tom Barabas,276,More Than Words
1643,Modeselektor,385,We Do It Too
1644,Naseebo Lal_ Arif Lohar,1037,Mar gaye te sada naal
1645,Chris Brown,99,b
1646,DJ Taz,348,COG To The ATL
1647,Gabriel Yared,53,La cl\xc3\xa9 parfum\xc3\xa9e
1648,Starless & Bible Black,189,Hermione
1649,Gustavo A Santaolalla,186,La Vuelta
1650,Widespread Bloodshed,49,Wepons Of Mass Deception (Album)
1651,Billie Jo Spears,212,Lizzie And The Rain Man
1652,Smut Peddlers,87,Chicken Strips (THE DEMOS version)
1653,G\xc3\xbcnter Noris,161,Was Machst Du Mit Dem Knie_ Lieber Hans?
1654,Afrob feat Sarah,258,Gief Konjunkturpaket VI
1655,Shinehead,250,The Real Rock
1656,Diesel Boy,152,Pocket Full Of Stars
1657,Eminem,289,The Way I Am
1658,Milo,232,Back Into Business
1659,Zeca Baleiro,237,Blues Do Elevador
1660,b,181,Hippa To Da Hoppa [Explicit Version]
1661,The Lord Weird Slough Feg,106,Beast In the Broch
1662,Six Brown Brothers,257,Battery Acid
1663,Mario Garcia,558,Mis Sue\xc3\xb1os feat Norma Castro
1664,Eddie Jones,114,Perfidia
1665,Audio Adrenaline,229,Will Not Fade  (Hit Parade Album Version (new Song))
1666,Pacha Massive,241,Just Want To See Ya
1667,Go,153,No Regrets
1668,Zuma,266,Inferior (Late Night Version)
1669,Nick Conolly,307,Pseudoephedrine
1670,Rupa & the April Fishes,251,b
1671,William Orbit,159,Love My Way
1672,Vitamin C,241,About Last Night (LP Version)
1673,The Black Crowes,404,Girl From A Pawnshop
1674,Freddie King,226,Boogie Man
1675,Amoral,238,Perfection Design
1676,Steve Vai,383,Angel Food
1677,b,222,My Record Company
1678,Rickie Lee Jones,308,Coolsville (Live Acoustic Version)
1679,Nine Inch Nails,441,Memorabilia
1680,The Fabulous Thunderbirds,342,b
1681,Wang Chung,234,Dance Hall Days
1682,Tex Williams,181,Smoke! Smoke! Smoke! (That Cigarette)
1683,Foo Fighters,287,Razor
1684,Faithless,142,Six
1685,Jo Privat,148,Sous Les Ponts De Paris (Valse)
1686,Marion Harris,163,Would You Like To Take A Walk?
1687,Gus Viseur,128,b
1688,Willie Bobo,416,A Little Tear
1689,Ice Cube,276,When Will They Shoot? (Explicit)
1690,Rick Astley,184,Close To You
1691,Hot Chip,381,Hold On
1692,US Coast Guard Band,207,Independentia
1693,Lollipop Lust Kill,265,Bury You
1694,Bill Douglas,201,Highland
1695,Los Fabulosos Cadillacs,273,Matador
1696,Georges Brassens,115,Colombine
1697,Michael Bloomfield,310,b
1698,Chariots,162,Ghosts
1699,Mudhoney,211,It Is Us
1700,Apache Indian,273,Badd Indian
1701,J Karjalainen & Mustat Lasit,223,Keinu Kanssani (2003 Digital Remaster)
1702,Kari Tapio,224,Rakkauden veteraani
1703,Mink DeVille,166,b
1704,John Frizzell,108,DEFCON 4
1705,Steve Chou,214,Wo Men De Fei Leng Cui
1706,Bob Carlisle,326,Somewhere
1707,Cantara,286,Ubi Caritas
1708,GWAR,261,Surf of Syn
1709,Mongo Santamaria,366,Hush
1710,Bert Kaempfert And His Orchestra,165,b
1711,Vincenzo Bellini,244,Bellini: Norma: Vanne_ e li cela entrambi
1712,Ronnie Milsap,242,Wrong End Of The Rainbow
1713,Jimmy Wakely,159,If Santa Claus Could Bring You Back To Me
1714,Christian Quast,409,You Are!
1715,James Scott Skinner,149,b
1716,Evolution,436,Peyote
1717,Theodor Zox,353,b
1718,Mix Mo,24,Intro: The Dragon
1719,Erja Lyytinen,111,Soul Of A Man
1720,Cake,210,Alpha Beta Parking Lot
1721,Between The Buried And Me,325,Geek USA (Album Version)
1722,Gustavo Cerati,237,Amo Dejarte Asi
1723,Oldelaf et Monsieur D,296,La f\xc3\xaate \xc3\xa0 la prison
1724,LORE,423,Pluvialus
1725,Goldfinger,204,Forgiveness
1726,The Embarrassment,78,Song For Val
1727,Tiny Bradshaw,165,The Train Kept A Rollin
1728,Andr\xc3\xa9 Verchuren,170,Aviatic
1729,Kool Savas,77,Keiner au\xc3\x9fer uns
1730,Latif,265,Luv In the First
1731,Rickie Lee Jones,291,Love Is Gonna Bring Us Back Alive
1732,Otis Spann,141,b
1733,Jerry Goldsmith,169,Main Title
1734,Matteo Bonfanti e i maledetti,159,Plaza de Mayo
1735,Naseebo Lal,380,Dil Naheen Lagda
1736,Seal,279,Whirlpool [Live]
1737,Tesla,390,The Way It Is
1738,Utopia,248,The Up
1739,B\xc3\xa9nabar,188,Tu Peux Compter Sur Moi
1740,Der Plan,163,Frisch Verliebt
1741,Eurythmics,269,Missionary Man
1742,Maurice Larcange,181,La feria de San Cristobal (Live)
1743,Beyonc\xc3\xa9,260,Be With You
1744,A Perfect Murder,202,Within (Album Version)
1745,Michael Stanley Band,218,b
1746,Talvin Singh,350,Traveller
1747,Solomon,58,25 Variations And Fugue On A Theme By GF Handel For Piano_ Op 24: Aria
1748,Curtis,456,Superstar Dog
1749,Toby Emerson,397,Rapture (Toby Emerson Dub) (Toby Emerson Dub)
1750,Deep Forest,301,Madazulu
1751,Tampa Red,169,If I Had Known
1752,Every Time I Die,148,Depressionista
1753,Lifer,228,Boring
1754,Bad Brains,119,Riot Squad (1991 Digital Remaster)
1755,The Dee Jays,195,In The Midnight Hour
1756,Diamond D,52,Intro
1757,Corona,221,I Gotta Keep Dancing
1758,The White Stripes,274,I\x19m Slowly Turning Into You
1759,2Fresh,461,Get It Started
1760,Ndala Kasheba,414,Marashi Ya Pemba
1761,New Roanoke Jug Band,186,Cold Icy Floor
1762,Joe McBride,291,This Is How A Heart Breaks
1763,Greater Vision,252,b
1764,Headliners,216,Sag Ihnen Bescheid
1765,Lady Saw,230,Bare As You Dare
1766,The Stranglers,217,It Only Takes Two To Tango
1767,Hot Club Of Detroit,309,Night Time
1768,Funeral For A Friend,261,Crash And Burn [Home Demo]
1769,Lyrics Born,200,Bad Dreams
1770,Rancid,113,Black Lung (Album Version)
1771,George Michael,281,Praying For Time
1772,Tulipunaruusut,209,Ilta Oulunjoella
1773,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,208,Telephone Song
1774,Babe Ruth,365,Dancer (2007 Digital Remaster)
1775,Ronnie Milsap,151,b
1776,David Hudson,350,Monkey & Turtle
1777,Joe Satriani,469,Echo
1778,Goldfinger,128,b
1779,Charlie Haden & Chris Anderson,412,Alone Together
1780,Rokia Traor\xc3\xa9,340,Ch\xc3\xa2teau de sable
1781,Fruko Y Sus Tesos,249,El Ausente/ El Preso/ El Caminante/ Tania
1782,Emperor,508,With Strength I Burn
1783,b,524,Locomotive (Complicity)
1784,Brand X,292,Zero Db (drum solo by Frank Katz)
1785,Speaker,188,Joking
1786,Christos Kedras,321,Water Blazz (Chill House mix)
1787,Faiz Ali Faiz,879,Lagian ne maujan
1788,Gold City,165,What Child Is This?
1789,Michael Gettel,330,Safe Passage
1790,The Stooges,169,Not Right (Remastered LP Version)
1791,Restless Heart,210,b
1792,David Evans,250,Prison Bound Blues
1793,Will Pan,235,Shuo Ni Ai Wo
1794,Uriah Heep,212,Wake The Sleeper
1795,Paso Doble,327,Fantasie (Extended Version)
1796,Stress Assassin,229,EU A4
1797,Margaret Becker,261,Start The Fire
1798,Abracadabra,144,Te estoy saboreando
1799,Orchids,175,You Said You Loved Me
1800,Juan Carlos Baglietto,220,Salzanitos
1801,Sugarbom,219,Gone
1802,Bounty Killer,227,Ask Fi War
1803,Mago de Oz,380,Desde mi cielo
